probe_id,probe_isp,probe_lat,probe_lon,target,cls,ip,target_lat,target_lon,target_city,target_cc,geo_method,distance_km
1016126,ptcl,24.8605,66.9985,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,8.0
1016143,cybernet,24.8585,66.9995,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,7.8
1016154,cybernet,24.8595,66.9995,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,7.9
1016393,ptcl,32.5685,71.5315,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,972.0
1016431,ntc,24.7875,66.9685,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,0.7
7613,zcom,31.5085,74.3375,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13049.5
7764,ptcl,31.4695,74.4105,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13056.4
60223,nayatel,33.6985,72.9885,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,12775.2
62224,transworld,31.4695,74.4085,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13056.3
64078,tes,31.5215,74.3605,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13049.1
64535,orbit,31.3995,73.1185,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13009.2
64722,tes,24.7985,67.0785,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13342.5
65892,nayatel,31.5185,74.3615,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13049.5
1014872,fasttel,33.6085,72.9905,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,12784.3
1015491,zcom,31.5575,74.3615,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13045.6
1015679,nova,31.4615,74.4305,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13058.0
1016126,ptcl,24.8605,66.9985,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13332.3
1016143,cybernet,24.8585,66.9995,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13332.5
1016154,cybernet,24.8595,66.9995,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13332.4
1016393,ptcl,32.5685,71.5315,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,12824.9
1016431,ntc,24.7875,66.9685,phf.gop.pk,Pakistan,162.210.100.75,26.2497,-80.254,Coral Springs,US,server_ip,13337.3
7613,zcom,31.5085,74.3375,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,3.3
7764,ptcl,31.4695,74.4105,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,8.6
60223,nayatel,33.6985,72.9885,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,272.9
62224,transworld,31.4695,74.4085,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,8.4
64078,tes,31.5215,74.3605,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,1.2
64535,orbit,31.3995,73.1185,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,118.5
64722,tes,24.7985,67.0785,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,1033.7
65892,nayatel,31.5185,74.3615,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,1.5
1014872,fasttel,33.6085,72.9905,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,264.1
1015491,zcom,31.5575,74.3615,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,2.8
1015679,nova,31.4615,74.4305,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,10.4
1016126,ptcl,24.8605,66.9985,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,1034.0
1016143,cybernet,24.8585,66.9995,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,1034.1
1016154,cybernet,24.8595,66.9995,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,1034.1
1016393,ptcl,32.5685,71.5315,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,290.2
1016431,ntc,24.7875,66.9685,psca.gop.pk,Pakistan,103.119.125.20,31.5321,74.358,Lahore,PK,server_ip,1042.1
7613,zcom,31.5085,74.3375,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,112.5
7764,ptcl,31.4695,74.4105,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,115.3
60223,nayatel,33.6985,72.9885,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,202.1
62224,transworld,31.4695,74.4085,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,115.4
64078,tes,31.5215,74.3605,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,110.6
64535,orbit,31.3995,73.1185,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,186.1
64722,tes,24.7985,67.0785,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,1127.3
65892,nayatel,31.5185,74.3615,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,110.9
1014872,fasttel,33.6085,72.9905,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,195.6
1015491,zcom,31.5575,74.3615,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,106.6
1015679,nova,31.4615,74.4305,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,115.9
1016126,ptcl,24.8605,66.9985,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,1127.0
1016143,cybernet,24.8585,66.9995,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,1127.1
1016154,cybernet,24.8595,66.9995,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,1127.1
1016393,ptcl,32.5685,71.5315,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,288.9
1016431,ntc,24.7875,66.9685,sonic.pk,Pakistan,119.160.105.77,32.4926,74.6124,Model Town,PK,server_ip,1135.2
7613,zcom,31.5085,74.3375,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1030.4
7764,ptcl,31.4695,74.4105,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1032.4
60223,nayatel,33.6985,72.9885,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1141.7
62224,transworld,31.4695,74.4085,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1032.3
64078,tes,31.5215,74.3605,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1033.0
64535,orbit,31.3995,73.1185,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,942.3
64722,tes,24.7985,67.0785,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,6.2
65892,nayatel,31.5185,74.3615,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1032.8
1014872,fasttel,33.6085,72.9905,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1133.3
1015491,zcom,31.5575,74.3615,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1035.9
1015679,nova,31.4615,74.4305,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1033.2
1016126,ptcl,24.8605,66.9985,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,4.5
1016143,cybernet,24.8585,66.9995,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,4.3
1016154,cybernet,24.8595,66.9995,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,4.3
1016393,ptcl,32.5685,71.5315,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,965.0
1016431,ntc,24.7875,66.9685,sparkbroadband.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,8.5
7613,zcom,31.5085,74.3375,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,8.3
7764,ptcl,31.4695,74.4105,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,14.8
60223,nayatel,33.6985,72.9885,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,266.6
62224,transworld,31.4695,74.4085,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,14.7
64078,tes,31.5215,74.3605,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,7.5
64535,orbit,31.3995,73.1185,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,116.4
64722,tes,24.7985,67.0785,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,1035.6
65892,nayatel,31.5185,74.3615,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,7.8
1014872,fasttel,33.6085,72.9905,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,257.7
1015491,zcom,31.5575,74.3615,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,4.3
1015679,nova,31.4615,74.4305,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,16.6
1016126,ptcl,24.8605,66.9985,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,1035.9
1016143,cybernet,24.8585,66.9995,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,1036.0
1016154,cybernet,24.8595,66.9995,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,1035.9
1016393,ptcl,32.5685,71.5315,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,285.3
1016431,ntc,24.7875,66.9685,tevta.gop.pk,Pakistan,202.142.172.236,31.5826,74.3276,Lahore,PK,server_ip,1044.0
7613,zcom,31.5085,74.3375,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4563.1
7764,ptcl,31.4695,74.4105,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4555.0
60223,nayatel,33.6985,72.9885,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4819.3
62224,transworld,31.4695,74.4085,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4555.2
64078,tes,31.5215,74.3605,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4562.4
64535,orbit,31.3995,73.1185,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4642.8
64722,tes,24.7985,67.0785,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4727.0
65892,nayatel,31.5185,74.3615,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4562.1
1014872,fasttel,33.6085,72.9905,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4812.5
1015491,zcom,31.5575,74.3615,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4565.0
1015679,nova,31.4615,74.4305,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4553.0
1016126,ptcl,24.8605,66.9985,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4737.4
1016143,cybernet,24.8585,66.9995,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4737.2
1016154,cybernet,24.8595,66.9995,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4737.3
1016393,ptcl,32.5685,71.5315,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4841.0
1016431,ntc,24.7875,66.9685,toptop.net,Pakistan,138.113.144.11,1.3521,103.82,Singapore,SG,server_ip,4736.3
7613,zcom,31.5085,74.3375,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,112.5
7764,ptcl,31.4695,74.4105,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,115.3
60223,nayatel,33.6985,72.9885,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,202.1
62224,transworld,31.4695,74.4085,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,115.4
64078,tes,31.5215,74.3605,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,110.6
64535,orbit,31.3995,73.1185,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,186.1
64722,tes,24.7985,67.0785,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,1127.3
65892,nayatel,31.5185,74.3615,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,110.9
1014872,fasttel,33.6085,72.9905,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,195.6
1015491,zcom,31.5575,74.3615,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,106.6
1015679,nova,31.4615,74.4305,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,115.9
1016126,ptcl,24.8605,66.9985,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,1127.0
1016143,cybernet,24.8585,66.9995,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,1127.1
1016154,cybernet,24.8595,66.9995,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,1127.1
1016393,ptcl,32.5685,71.5315,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,288.9
1016431,ntc,24.7875,66.9685,trax.pk,Pakistan,119.160.105.78,32.4926,74.6124,Model Town,PK,server_ip,1135.2
7613,zcom,31.5085,74.3375,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,274.5
7764,ptcl,31.4695,74.4105,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,281.4
60223,nayatel,33.6985,72.9885,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,5.8
62224,transworld,31.4695,74.4085,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,281.3
64078,tes,31.5215,74.3605,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,274.1
64535,orbit,31.3995,73.1185,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,258.5
64722,tes,24.7985,67.0785,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1148.2
65892,nayatel,31.5185,74.3615,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,274.5
1014872,fasttel,33.6085,72.9905,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,13.7
1015491,zcom,31.5575,74.3615,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,270.6
1015679,nova,31.4615,74.4305,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,283.1
1016126,ptcl,24.8605,66.9985,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1146.1
1016143,cybernet,24.8585,66.9995,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1146.2
1016154,cybernet,24.8595,66.9995,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1146.1
1016393,ptcl,32.5685,71.5315,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,190.5
1016431,ntc,24.7875,66.9685,urdu.dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1154.6
7613,zcom,31.5085,74.3375,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,8.3
7764,ptcl,31.4695,74.4105,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,14.8
60223,nayatel,33.6985,72.9885,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,266.6
62224,transworld,31.4695,74.4085,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,14.7
64078,tes,31.5215,74.3605,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,7.5
64535,orbit,31.3995,73.1185,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,116.4
64722,tes,24.7985,67.0785,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,1035.6
65892,nayatel,31.5185,74.3615,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,7.8
1014872,fasttel,33.6085,72.9905,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,257.7
1015491,zcom,31.5575,74.3615,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,4.3
1015679,nova,31.4615,74.4305,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,16.6
1016126,ptcl,24.8605,66.9985,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,1035.9
1016143,cybernet,24.8585,66.9995,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,1036.0
1016154,cybernet,24.8595,66.9995,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,1035.9
1016393,ptcl,32.5685,71.5315,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,285.3
1016431,ntc,24.7875,66.9685,worldlinkisp.pk,Pakistan,110.39.10.226,31.5826,74.3276,Lahore,PK,server_ip,1044.0
7613,zcom,31.5085,74.3375,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4563.1
7764,ptcl,31.4695,74.4105,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4555.0
60223,nayatel,33.6985,72.9885,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4819.3
62224,transworld,31.4695,74.4085,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4555.2
64078,tes,31.5215,74.3605,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4562.4
64535,orbit,31.3995,73.1185,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4642.8
64722,tes,24.7985,67.0785,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4727.0
65892,nayatel,31.5185,74.3615,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4562.1
1014872,fasttel,33.6085,72.9905,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4812.5
1015491,zcom,31.5575,74.3615,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4565.0
1015679,nova,31.4615,74.4305,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4553.0
1016126,ptcl,24.8605,66.9985,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4737.4
1016143,cybernet,24.8585,66.9995,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4737.2
1016154,cybernet,24.8595,66.9995,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4737.3
1016393,ptcl,32.5685,71.5315,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4841.0
1016431,ntc,24.7875,66.9685,youth.cn,Pakistan,153.43.76.237,1.3521,103.82,Singapore,SG,server_ip,4736.3
7613,zcom,31.5085,74.3375,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,8.3
7764,ptcl,31.4695,74.4105,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,14.8
60223,nayatel,33.6985,72.9885,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,266.6
62224,transworld,31.4695,74.4085,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,14.7
64078,tes,31.5215,74.3605,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,7.5
64535,orbit,31.3995,73.1185,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,116.4
64722,tes,24.7985,67.0785,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,1035.6
65892,nayatel,31.5185,74.3615,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,7.8
1014872,fasttel,33.6085,72.9905,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,257.7
1015491,zcom,31.5575,74.3615,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,4.3
1015679,nova,31.4615,74.4305,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,16.6
1016126,ptcl,24.8605,66.9985,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,1035.9
1016143,cybernet,24.8585,66.9995,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,1036.0
1016154,cybernet,24.8595,66.9995,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,1035.9
1016393,ptcl,32.5685,71.5315,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,285.3
1016431,ntc,24.7875,66.9685,zcomnetworks.com.pk,Pakistan,157.20.147.244,31.5826,74.3276,Lahore,PK,server_ip,1044.0
7613,zcom,31.5085,74.3375,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11240.6
7764,ptcl,31.4695,74.4105,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11247.0
60223,nayatel,33.6985,72.9885,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,10968.9
62224,transworld,31.4695,74.4085,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11246.9
64078,tes,31.5215,74.3605,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11240.0
64535,orbit,31.3995,73.1185,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11213.5
64722,tes,24.7985,67.0785,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11669.7
65892,nayatel,31.5185,74.3615,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11240.3
1014872,fasttel,33.6085,72.9905,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,10978.4
1015491,zcom,31.5575,74.3615,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11236.2
1015679,nova,31.4615,74.4305,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11248.4
1016126,ptcl,24.8605,66.9985,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11660.0
1016143,cybernet,24.8585,66.9995,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11660.3
1016154,cybernet,24.8595,66.9995,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11660.2
1016393,ptcl,32.5685,71.5315,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11039.5
1016431,ntc,24.7875,66.9685,apkamazon.com.pk,CDN,104.21.46.120,43.6532,-79.3832,Toronto,CA,cdn_dstip,11666.2
7613,zcom,31.5085,74.3375,auroracloset.pk,CDN,23.227.38.65,45.413,-75.7011,Ottawa,CA,cdn_dstip,10943.0
7764,ptcl,31.4695,74.4105,auroracloset.pk,CDN,23.227.38.65,45.413,-75.7011,Ottawa,CA,cdn_dstip,10949.5
60223,nayatel,33.6985,72.9885,auroracloset.pk,CDN,23.227.38.65,45.413,-75.7011,Ottawa,CA,cdn_dstip,10670.3
62224,transworld,31.4695,74.4085,auroracloset.pk,CDN,23.227.38.65,45.413,-75.7011,Ottawa,CA,cdn_dstip,10949.4
64078,tes,31.5215,74.3605,auroracloset.pk,CDN,23.227.38.65,45.413,-75.7011,Ottawa,CA,cdn_dstip,10942.4
